EPNUM,RTYPE,GQTYPE,RELSHIP,QSEX,QAGE,CENHISP,CENRACE,LIVE_ALONE,NUMRACE,PGQSHRT,GQTYPE_PL,VOTING_AGE,TABBLKST,TABBLKCOU,TABTRACTCE,TABBLK,TABBLKGRPCE,AIANNHCE,AIANNHFP,AIANNHNS,AIHHTLI,ANRCFP,ANRCNS,AREALAND,AREAWATER,AREAWATERCSTL,AREAWATERGRLK,AREAWATERINLD,AREAWATERTSEA,CBSAFP,CD116FP,CNECTAFP,CONCITFP,CONCITNS,COUNTYFS,COUNTYNS,COUSUBFP,COUSUBFS,COUSUBNS,CSAFP,DIVISIONCE,ESTATEFP,ESTATENS,INTPTLAT,INTPTLON,LWBLKTYP,MEMI,METDIVFP,NECTADIVFP,NECTAFP,NMEMI,PCICBSA,PCINECTA,PLACEFP,PLACEFS,PLACENS,PUMA,REGIONCE,SDELMLEA,SDSECLEA,SDUNILEA,SLDLST,SLDUST,STATENS,SUBMCDFP,SUBMCDNS,TBLKGRPCE,TRIBALSUBCE,TRIBALSUBFP,TRIBALSUBNS,TTRACTCE,UACE,UATYP,UGACE,UR,VTDST,ZCTA5CE
344,3,000,20,2,40,1,02,1,1,0,0,2,22,071,004800,2004,2,9999,99999,99999999,9,99999,99999999,9910,0,0,0,0,0,35380,02,999,99999,99999999,C,00558113,98000,F,00545142,406,7,99999,99999999,+29.9605316,-090.0731368,L,1,99999,99999,99999,9,Y,N,55000,A,00545142,02402,3,99999,99999,01170,093,004,01629543,99999,99999999,9,999,99999,99999999,999999,62677,U,99999,U,0004-2,70112
345,3,000,20,2,44,1,01,1,1,0,0,2,22,071,004800,2004,2,9999,99999,99999999,9,99999,99999999,9910,0,0,0,0,0,35380,02,999,99999,99999999,C,00558113,98000,F,00545142,406,7,99999,99999999,+29.9605316,-090.0731368,L,1,99999,99999,99999,9,Y,N,55000,A,00545142,02402,3,99999,99999,01170,093,004,01629543,99999,99999999,9,999,99999,99999999,999999,62677,U,99999,U,0004-2,70112
346,3,000,20,2,48,1,01,1,1,0,0,2,22,071,004800,2004,2,9999,99999,99999999,9,99999,99999999,9910,0,0,0,0,0,35380,02,999,99999,99999999,C,00558113,98000,F,00545142,406,7,99999,99999999,+29.9605316,-090.0731368,L,1,99999,99999,99999,9,Y,N,55000,A,00545142,02402,3,99999,99999,01170,093,004,01629543,99999,99999999,9,999,99999,99999999,999999,62677,U,99999,U,0004-2,70112
347,3,000,20,2,48,1,02,1,1,0,0,2,22,071,004800,2004,2,9999,99999,99999999,9,99999,99999999,9910,0,0,0,0,0,35380,02,999,99999,99999999,C,00558113,98000,F,00545142,406,7,99999,99999999,+29.9605316,-090.0731368,L,1,99999,99999,99999,9,Y,N,55000,A,00545142,02402,3,99999,99999,01170,093,004,01629543,99999,99999999,9,999,99999,99999999,999999,62677,U,99999,U,0004-2,70112
348,3,000,20,2,49,1,02,1,1,0,0,2,22,071,004800,2004,2,9999,99999,99999999,9,99999,99999999,9910,0,0,0,0,0,35380,02,999,99999,99999999,C,00558113,98000,F,00545142,406,7,99999,99999999,+29.9605316,-090.0731368,L,1,99999,99999,99999,9,Y,N,55000,A,00545142,02402,3,99999,99999,01170,093,004,01629543,99999,99999999,9,999,99999,99999999,999999,62677,U,99999,U,0004-2,70112
349,3,000,20,2,49,1,02,1,1,0,0,2,22,071,004800,2004,2,9999,99999,99999999,9,99999,99999999,9910,0,0,0,0,0,35380,02,999,99999,99999999,C,00558113,98000,F,00545142,406,7,99999,99999999,+29.9605316,-090.0731368,L,1,99999,99999,99999,9,Y,N,55000,A,00545142,02402,3,99999,99999,01170,093,004,01629543,99999,99999999,9,999,99999,99999999,999999,62677,U,99999,U,0004-2,70112
350,3,000,25,1,39,1,08,2,2,0,0,2,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
351,3,000,25,2,1,1,09,2,2,0,0,1,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
352,3,000,25,2,2,1,04,2,1,0,0,1,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
353,3,000,25,2,2,1,04,2,1,0,0,1,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
354,3,000,25,2,2,1,04,2,1,0,0,1,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
355,3,000,25,2,4,1,01,2,1,0,0,1,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
356,3,000,25,2,10,1,02,2,1,0,0,1,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
357,3,000,25,2,10,1,02,2,1,0,0,1,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
358,3,000,25,2,10,1,07,2,2,0,0,1,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
359,3,000,25,2,11,1,02,2,1,0,0,1,24,003,740204,3004,3,9999,99999,99999999,9,99999,99999999,61305,0,0,0,0,0,12580,03,999,99999,99999999,A,01710958,90100,N,01929521,548,5,99999,99999999,+39.1362229,-076.6475150,L,1,99999,99999,99999,9,N,N,71150,S,02390278,01204,3,99999,99999,00060,032,032,01714934,99999,99999999,9,999,99999,99999999,999999,04843,U,99999,U,02-009,21061
360,3,000,20,1,55,2,15,1,2,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
361,3,000,20,2,30,2,06,1,1,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
362,3,000,20,1,35,1,02,2,1,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
363,3,000,20,1,37,1,02,2,1,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
364,3,000,20,1,37,1,02,2,1,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
365,3,000,20,1,37,1,02,2,1,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
366,3,000,20,1,38,1,02,2,1,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
367,3,000,20,1,38,1,02,2,1,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
368,3,000,20,1,38,1,02,2,1,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
369,3,000,20,1,50,1,02,2,1,0,0,2,25,025,140400,5009,5,9999,99999,99999999,9,99999,99999999,9162,0,0,0,0,0,14460,07,715,99999,99999999,N,00606939,07000,F,00619463,148,1,99999,99999999,+42.2702650,-071.1046869,L,1,14454,71634,71650,1,Y,Y,07000,A,00619463,00805,1,99999,99999,02790,195,001,00606926,99999,99999999,9,999,99999,99999999,999999,09271,U,99999,U,001806,02126
370,3,000,25,1,57,1,01,2,1,0,0,2,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
371,3,000,25,1,57,1,01,2,1,0,0,2,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
372,3,000,25,1,57,1,01,2,1,0,0,2,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
373,3,000,25,1,57,1,01,2,1,0,0,2,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
374,3,000,25,2,8,1,01,2,1,0,0,1,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
375,3,000,25,2,8,1,01,2,1,0,0,1,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
376,3,000,25,2,11,1,02,2,1,0,0,1,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
377,3,000,25,2,26,1,02,2,1,0,0,2,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
378,3,000,25,2,40,1,01,2,1,0,0,2,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
379,3,000,25,2,44,1,01,2,1,0,0,2,26,099,255000,3003,3,9999,99999,99999999,9,99999,99999999,22264,0,0,0,0,0,19820,09,999,99999,99999999,A,01622992,69800,F,01627008,220,3,99999,99999999,+42.5382603,-082.9180803,L,1,47664,99999,99999,9,N,N,69800,A,01627008,03005,2,99999,99999,30210,022,009,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,099176,48066
380,3,000,30,1,11,1,02,2,1,0,0,1,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
381,3,000,30,1,11,1,02,2,1,0,0,1,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
382,3,000,30,1,17,1,02,2,1,0,0,1,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
383,3,000,30,1,20,1,02,2,1,0,0,2,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
384,3,000,30,1,20,1,02,2,1,0,0,2,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
385,3,000,30,1,21,1,02,2,1,0,0,2,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
386,3,000,30,1,24,1,02,2,1,0,0,2,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
387,3,000,30,1,24,1,02,2,1,0,0,2,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
388,3,000,30,2,1,1,02,2,1,0,0,1,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
389,3,000,30,2,1,1,02,2,1,0,0,1,26,161,411900,3000,3,9999,99999,99999999,9,99999,99999999,168721,0,0,0,0,0,11460,12,999,99999,99999999,A,01623021,89160,A,01627301,220,3,99999,99999999,+42.2518066,-083.5856444,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02703,2,99999,99999,36630,054,018,01779789,99999,99999999,9,999,99999,99999999,999999,02602,U,99999,U,161138,48198
390,3,000,21,1,39,1,02,2,1,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
391,3,000,21,1,61,1,08,2,2,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
392,3,000,21,1,63,1,01,2,1,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
393,3,000,21,2,27,1,01,2,1,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
394,3,000,21,2,48,1,02,2,1,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
395,3,000,21,2,48,1,02,2,1,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
396,3,000,21,2,50,1,02,2,1,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
397,3,000,21,2,50,1,02,2,1,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
398,3,000,21,2,60,1,01,2,1,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
399,3,000,21,2,62,1,02,2,1,0,0,2,26,163,541800,2003,2,9999,99999,99999999,9,99999,99999999,138205,0,0,0,0,0,19820,13,999,99999,99999999,A,01623022,22000,F,01626181,220,3,99999,99999999,+42.4318802,-083.2825207,L,1,19804,99999,99999,9,Y,N,22000,A,01626181,03208,2,99999,99999,01103,010,005,01779789,99999,99999999,9,999,99999,99999999,999999,23824,U,99999,U,163151,48219
400,3,000,27,1,12,1,01,2,1,0,0,1,27,037,060509,2009,2,9999,99999,99999999,9,99999,99999999,16849,0,0,0,0,0,33460,02,999,99999,99999999,A,00659464,31076,F,02395429,378,4,99999,99999999,+44.8214653,-093.0467588,L,1,99999,99999,99999,9,N,N,31076,A,02395429,01702,2,99999,99999,15030,52B,052,00662849,99999,99999999,9,999,99999,99999999,999999,57628,U,99999,U,002740,55076
401,3,000,27,2,12,1,07,2,2,0,0,1,27,037,060509,2009,2,9999,99999,99999999,9,99999,99999999,16849,0,0,0,0,0,33460,02,999,99999,99999999,A,00659464,31076,F,02395429,378,4,99999,99999999,+44.8214653,-093.0467588,L,1,99999,99999,99999,9,N,N,31076,A,02395429,01702,2,99999,99999,15030,52B,052,00662849,99999,99999999,9,999,99999,99999999,999999,57628,U,99999,U,002740,55076
402,3,000,30,2,1,2,03,2,1,0,0,1,27,037,060509,2009,2,9999,99999,99999999,9,99999,99999999,16849,0,0,0,0,0,33460,02,999,99999,99999999,A,00659464,31076,F,02395429,378,4,99999,99999999,+44.8214653,-093.0467588,L,1,99999,99999,99999,9,N,N,31076,A,02395429,01702,2,99999,99999,15030,52B,052,00662849,99999,99999999,9,999,99999,99999999,999999,57628,U,99999,U,002740,55076
